GENE	CHR	START	END
LATS2-AS1	13	21005156	21018122
SAP18	13	21140513	21149084
SKA3	13	21153594	21176552
MRPL57	13	21176657	21179084
LINC01046	13	21224520	21235204
LINC00539	13	21302861	21348721
ZDHHC20	13	21372572	21459370
ZDHHC20-IT1	13	21376976	21377874
MICU2	13	21492690	21604181
FGF9	13	21671072	21704498
LINC00424	13	21872762	21878256
AL136962.1	13	22040971	22276526
AL512484.1	13	22589698	22593871
LINC00621	13	22859049	22916369
AL157931.1	13	22918590	22924602
AL157931.2	13	22931536	22931999
LINC00362	13	23169834	23170597
SGCG	13	23180951	23325165
SACS	13	23328825	23433740
SACS-AS1	13	23418970	23428869
LINC00327	13	23465775	23487712
LINC00352	13	23498795	23502874
TNFRSF19	13	23570369	23676104
MIPEP	13	23730188	23889400
PCOTH	13	23888841	23897263
C1QTNF9B	13	23890524	23902655
AL445985.2	13	23954492	23970188
SPATA13	13	23979804	24307074
AL445985.1	13	23979809	24035027
SPATA13-AS1	13	24252748	24254439
C1QTNF9	13	24307165	24322535
C1QTNF9-AS1	13	24315724	24321598
LINC00566	13	24331449	24337121
PARP4	13	24420930	24512778
AL359538.4	13	24517793	24530461
AL359538.3	13	24539138	24541720
ATP12A	13	24680410	24712493
AL391560.1	13	24723100	24738690
AL391560.2	13	24747657	24755201
RNF17	13	24764168	24879921
CENPJ	13	24882278	24922889
PABPC3	13	25095867	25099254
AMER2	13	25161683	25172288
LINC01053	13	25168968	25190643
LINC00463	13	25172827	25180079
LINC01076	13	25193106	25210295
MTMR6	13	25246200	25288009
AL590787.1	13	25300123	25301438
NUP58	13	25301555	25349800
ATP8A2	13	25371973	26025851
SHISA2	13	26044596	26051031
LINC00415	13	26052275	26053385
RNF6	13	26132114	26222314
AL138966.2	13	26222190	26222654
CDK8	13	26254103	26405238
AL353789.1	13	26488951	26496120
WASF3	13	26557682	26688948
WASF3-AS1	13	26606543	26641793
AL159978.1	13	26685639	26698804
GPR12	13	26755199	26760786
AL160035.1	13	26965966	26991996
USP12	13	27066155	27171811
USP12-AS1	13	27162854	27169135
USP12-AS2	13	27172258	27182998
LINC02340	13	27178262	27251288
LINC00412	13	27236281	27250711
RPL21	13	27251308	27256691
RASL11A	13	27270326	27273690
LINC01079	13	27373347	27374366
GTF3A	13	27424618	27435823
MTIF3	13	27435642	27450591
LNX2	13	27545912	27620529
POLR1D	13	27620741	27744237
AL136439.1	13	27667394	27680581
GSX1	13	27792482	27794768
PLUT	13	27819375	27917298
PDX1	13	27919999	27926313
LINC00543	13	27953525	27955370
CDX2	13	27960917	27969315
URAD	13	27977716	27988693
FLT3	13	28003273	28100592
PAN3-AS1	13	28136842	28138193
PAN3	13	28138505	28295335
FLT1	13	28300345	28495145
POMP	13	28659103	28678959
SLC46A3	13	28700063	28718970
MTUS2	13	28820347	29505947
MTUS2-AS2	13	29239378	29250554
MTUS2-AS1	13	29476514	29490105
SLC7A1	13	29509413	29595688
UBL3	13	29764370	29850617
LINC00297	13	29872612	29888405
LINC00572	13	29918646	29926651
LINC00544	13	29935770	29950488
AL354674.1	13	30022020	30023800
LINC00365	13	30103177	30108895
LINC00384	13	30151885	30159621
LINC00385	13	30153743	30160592
KATNAL1	13	30202629	30307551
LINC00427	13	30316359	30319903
LINC00426	13	30340266	30377145
AL161893.1	13	30388784	30404967
LINC01058	13	30419518	30422237
UBE2L5	13	30422487	30429758
HMGB1	13	30456703	30617597
AL353648.1	13	30466116	30482312
USPL1	13	30617692	30660770
ALOX5AP	13	30713477	30764426
LINC00398	13	30803205	30810645
LINC00545	13	30880911	30883395
TEX26-AS1	13	30881932	30933846
MEDAG	13	30906270	30925572
TEX26	13	30932655	30975500
AL353680.1	13	30973288	30977623
LINC01066	13	30995161	30996138
AL158065.1	13	31049714	31053250
HSPH1	13	31134972	31162388
B3GLCT	13	31199974	31332276
AL161616.2	13	31419988	31437999
RXFP2	13	31739525	31803389
AL138708.1	13	31838751	31846539
FRY	13	31846712	32299125
FRY-AS1	13	32025313	32031639
ZAR1L	13	32303699	32315344
BRCA2	13	32315085	32400266
N4BP2L1	13	32400722	32428311
N4BP2L2	13	32432416	32538885
N4BP2L2-IT2	13	32504505	32509395
PDS5B	13	32586451	32778019
AL138820.1	13	32782873	32788178
LINC00423	13	32877430	32911650
KL	13	33016422	33066143
STARD13	13	33103136	33350630
STARD13-IT1	13	33158586	33164409
STARD13-AS	13	33180400	33281584
AL627232.1	13	33285865	33290561
LINC02344	13	33333678	33335277
AL138999.2	13	33335496	33349619
AL138999.1	13	33336215	33336716
AL139383.1	13	33355205	33676796
AL161719.1	13	33610966	33611522
AL139081.1	13	33657435	33659928
AL139081.2	13	33800137	33802853
RFC3	13	33818068	33966558
AL161891.1	13	33846189	33850825
LINC02343	13	34347985	34616216
LINC00457	13	34435449	34640803
AL161716.1	13	34545928	34696612
AL138690.1	13	34925833	34928076
NBEA	13	34942286	35673022
MAB21L1	13	35473788	35476689
AL390071.1	13	35494177	35496615
LINC00445	13	35697486	35699938
DCLK1	13	35768651	36131306
SOHLH2	13	36168216	36214588
CCDC169	13	36222007	36297840
SPART	13	36301637	36370180
SPART-AS1	13	36346430	36369601
CCNA1	13	36431519	36442870
SERTM1	13	36674019	36697839
RFXAP	13	36819223	36829104
SMAD9	13	36844830	36920765
SMAD9-IT1	13	36849365	36850046
ALG5	13	36949737	37000261
EXOSC8	13	36998815	37009614
SUPT20H	13	37009311	37059713
CSNK1A1L	13	37103258	37105664
LINC01048	13	37481466	37484769
LINC00547	13	37534939	37551536
POSTN	13	37562582	37598844
TRPC4	13	37636635	37870425
AL356495.1	13	37869824	37874444
LINC02334	13	37934297	38066444
LINC00571	13	38050816	38350259
UFM1	13	38349848	38363619
LINC00437	13	38533342	38545299
LINC00366	13	38567714	38622671
FREM2	13	38687076	38887131
FREM2-AS1	13	38821797	38827570
STOML3	13	38965924	38990859
PROSER1	13	39009864	39038089
NHLRC3	13	39038305	39050109
AL354809.1	13	39053018	39223238
LHFPL6	13	39209115	39603528
COG6	13	39655626	39791665
LINC00598	13	40079105	40535807
LINC00332	13	40172504	40195361
FOXO1	13	40469952	40666641
MRPS31	13	40729127	40771190
SLC25A15	13	40789411	40812460
AL590064.1	13	40874684	40877861
ELF1	13	40931923	41061440
WBP4	13	41061508	41084006
KBTBD6	13	41127568	41132802
AL354696.2	13	41132938	41236686
KBTBD7	13	41189833	41194569
MTRF1	13	41216368	41263577
AL354696.1	13	41229179	41229676
NAA16	13	41311266	41377030
RGCC	13	41457549	41470871
VWA8	13	41566834	41961120
VWA8-AS1	13	41955807	41981565
DGKH	13	42040035	42256578
AL157932.1	13	42043726	42044247
AKAP11	13	42272151	42323261
LINC02341	13	42339187	42485956
TNFSF11	13	42562735	42608013
FAM216B	13	42781549	42791549
LINC01050	13	42810365	42814897
LINC00428	13	42842413	42842887
EPSTI1	13	42886387	42992271
DNAJC15	13	43023202	43114213
LINC00400	13	43158630	43159466
ENOX1	13	43213517	43786908
ENOX1-AS2	13	43458464	43459484
ENOX1-AS1	13	43543917	43548056
AL161714.1	13	43607312	43629464
AL162713.2	13	43786780	43814798
AL162713.1	13	43787590	43787852
CCDC122	13	43823908	43879740
AL512506.1	13	43877714	43878163
LACC1	13	43879283	43893932
NRAD1	13	43908668	44030461
LINC00390	13	44094821	44147762
SMIM2-AS1	13	44110450	44240517
SMIM2	13	44143149	44161257
SMIM2-IT1	13	44146469	44158222
AL589745.2	13	44196005	44197298
AL589745.1	13	44234117	44256596
AL138960.1	13	44369364	44369877
SERP2	13	44373664	44397714
TUSC8	13	44400249	44405984
TSC22D1	13	44432142	44577147
TSC22D1-AS1	13	44575892	44580432
LINC00407	13	44651811	44701016
AL356515.1	13	44684486	44715393
LINC00330	13	44799502	44809630
NUFIP1	13	44939248	44989471
AL359706.1	13	44982076	45083125
GPALPP1	13	44989528	45037669
GTF2F2	13	45120509	45284893
KCTD4	13	45192852	45194717
TPT1	13	45333470	45341370
AL138963.4	13	45340038	45341183
TPT1-AS1	13	45341344	45417975
AL138963.1	13	45350322	45351350
SLC25A30	13	45393315	45418455
SLC25A30-AS1	13	45418161	45420371
COG3	13	45464897	45536701
ERICH6B	13	45534521	45615739
LINC01055	13	45680183	45701184
SPERT	13	45702319	45714559
SIAH3	13	45777241	45851753
ZC3H13	13	45954464	46052759
CPB2-AS1	13	46052496	46161379
CPB2	13	46053185	46105033
LCP1	13	46125919	46211871
LRRC63	13	46211942	46277366
AL139801.1	13	46290299	46298110
LINC00563	13	46296444	46297844
RUBCNL	13	46341999	46438190
LINC01198	13	46455130	46515958
AL138686.1	13	46474245	46493268
LRCH1	13	46553167	46753040
AL359880.1	13	46717422	46717688
ESD	13	46771255	46797161
HTR2A	13	46831549	46897076
HTR2A-AS1	13	46852142	46856299
SUCLA2	13	47745735	48037968
AL138962.1	13	47825329	47835956
LINC00562	13	47930152	47932622
AL157369.1	13	47946052	47956830
SUCLA2-AS1	13	48001388	48002552
NUDT15	13	48037725	48047221
AL158196.1	13	48041750	48042184
MED4	13	48053322	48095131
MED4-AS1	13	48077136	48079991
ITM2B	13	48232611	48270357
RB1-DT	13	48296161	48303661
RB1	13	48303725	48599436
AL392048.1	13	48340796	48341330
LPAR6	13	48389566	48444704
RCBTB2	13	48488958	48533256
AL157813.2	13	48531799	48556358
AL157813.1	13	48532012	48532599
LINC01077	13	48570638	48573317
LINC00462	13	48576973	48578088
CYSLTR2	13	48653710	48711226
AL161421.1	13	48974966	48976867
FNDC3A	13	48975911	49209779
MLNR	13	49220337	49222377
CDADC1	13	49247924	49293485
CAB39L	13	49308649	49444064
SETDB2	13	49444373	49495003
PHF11	13	49495609	49528981
RCBTB1	13	49531945	49585558
ARL11	13	49628506	49633872
EBPL	13	49660673	49691486
KPNA3	13	49699319	49792682
AL136301.1	13	49792885	49793307
SPRYD7	13	49912701	49936490
DLEU2	13	49956669	50125720
TRIM13	13	49995887	50020481
KCNRG	13	50015253	50020922
DLEU1	13	50082168	50906856
AL137060.3	13	50125815	50128463
AL158195.1	13	50372787	50387158
DLEU7	13	50519363	50843939
RNASEH2B-AS1	13	50862171	50910764
RNASEH2B	13	50909677	51024120
C13orf42	13	51082118	51200252
AL157817.1	13	51180177	51180967
FAM124A	13	51222333	51284241
SERPINE3	13	51335772	51364735
INTS6	13	51354076	51454264
INTS6-AS1	13	51452363	51554678
WDFY2	13	51584454	51767709
DHRS12	13	51767992	51804162
AL162377.1	13	51803837	51813832
TMEM272	13	51813346	51845177
CCDC70	13	51861980	51866232
ATP7B	13	51930435	52012125
ALG11	13	52012397	52033600
UTP14C	13	52024690	52033600
NEK5	13	52033610	52129092
AL139082.1	13	52128890	52132723
NEK3	13	52132638	52159861
LINC02333	13	52334294	52341896
THSD1	13	52377166	52416373
VPS36	13	52412601	52450634
AL359513.1	13	52454774	52455331
CKAP2	13	52455428	52476628
LINC00345	13	52482803	52489216
HNRNPA1L2	13	52642424	52643796
AL139089.1	13	52651304	52652279
SUGT1	13	52652708	52700909
CNMD	13	52703263	52739820
PCDH8	13	52842888	52848641
OLFM4	13	53028812	53052057
LINC01065	13	53099396	53151914
AL136359.1	13	53193666	53198540
AL356295.1	13	53207830	53801489
AL450423.2	13	53323783	53331065
AL450423.1	13	53345210	53410880
LINC00558	13	53815418	53939960
LINC00458	13	54115782	54142319
AL442636.1	13	54572353	54687547
AL512655.1	13	54816351	54819238
AL390964.1	13	54938603	54986720
LINC02335	13	55062944	55161490
AL354821.1	13	55535696	55583524
AL138997.1	13	56051033	56054397
PRR20A	13	57140917	57143939
PRR20C	13	57140917	57157082
PRR20B	13	57147487	57150509
PRR20D	13	57160631	57163653
PRR20E	13	57167196	57170218
PCDH17	13	57631743	57729311
AL445288.1	13	57632758	57633575
LINC02338	13	58165826	58209483
LINC00374	13	58211696	58233117
AL159156.1	13	59121878	59230636
DIAPH3	13	59665582	60163928
DIAPH3-AS1	13	60012733	60044357
DIAPH3-AS2	13	60144647	60153678
LINC00434	13	60214351	60214946
TDRD3	13	60396456	60573878
LINC00378	13	60618990	61176758
LINC01442	13	60916980	60945955
PCDH20	13	61409684	61415522
LINC02339	13	61424688	61427946
LINC00358	13	61997135	62029572
LINC01075	13	62212576	62249947
LINC01074	13	62321304	62322398
LINC00459	13	62323656	62328833
AL445668.1	13	62539350	62574905
LINC00448	13	62672284	62796714
AL354810.1	13	63034667	63097797
LINC00376	13	63183095	63328129
AL359208.1	13	63397010	63513393
LINC00395	13	63667680	63738018
AL445989.1	13	63746740	63751080
AL445238.2	13	63814652	63825534
AL445238.1	13	63832360	63833531
LINC00355	13	63851196	64076044
LINC01052	13	65866069	65922731
AL158038.1	13	65941072	65973699
PCDH9	13	66302833	67230445
PCDH9-AS1	13	66303870	66323561
PCDH9-AS2	13	66825168	66915031
PCDH9-AS3	13	66977431	66985776
PCDH9-AS4	13	66990885	67002007
AL160254.1	13	67121080	67156624
LINC00364	13	67326176	67379994
AL512452.1	13	67577623	67787804
AL590027.1	13	68025838	68037131
LINC00550	13	68861283	68885325
LINC02342	13	68878379	68893573
LINC00383	13	69221865	69322190
KLHL1	13	69700593	70108493
ATXN8OS	13	70107212	70149092
AL160391.1	13	70137830	70139431
LINC00348	13	71015041	71168417
DACH1	13	71437965	71867204
MZT1	13	72708366	72727629
BORA	13	72727748	72756198
DIS3	13	72752168	72782096
PIBF1	13	72782132	73016461
KLF5	13	73054975	73077541
LINC00393	13	73413472	73661891
LINC00392	13	73564243	73588070
KLF12	13	73686088	73995056
AL159972.1	13	73844682	73845130
LINC00402	13	74231456	74259976
AL353660.1	13	74288069	74408810
AL355390.1	13	74412956	74419115
LINC00381	13	74419157	74444735
LINC00347	13	74552502	74565445
LINC01078	13	75250479	75252012
TBC1D4	13	75283502	75482169
AL139230.1	13	75375510	75377294
COMMD6	13	75525218	75549439
UCHL3	13	75549479	75606020
LMO7-AS1	13	75604699	75635994
LMO7	13	75620433	75859870
AL137244.1	13	75631270	75632135
LMO7DN	13	75871037	75883811
LMO7DN-IT1	13	75876885	75881127
LINC00561	13	75932394	75935132
LINC01034	13	76013022	76014501
AL136441.1	13	76552806	76846524
AL161717.1	13	76664143	76693051
AL365394.1	13	76833838	76846594
KCTD12	13	76880174	76886405
AC000403.1	13	76887550	76891135
ACOD1	13	76948510	76958638
CLN5	13	76990659	77019143
FBXL3	13	76992597	77027195
MYCBP2-AS1	13	77026766	77129717
AC001226.1	13	77027943	77028482
MYCBP2	13	77044656	77327094
MYCBP2-AS2	13	77080510	77081190
AL159158.1	13	77417820	77422847
SCEL	13	77535673	77645263
AL137140.1	13	77569174	77586812
SCEL-AS1	13	77599754	77606551
SLAIN1	13	77697686	77764242
EDNRB-AS1	13	77779722	77844145
EDNRB	13	77895480	77975529
OBI1-AS1	13	77919688	78617328
AL139002.1	13	77939015	77975539
LINC01069	13	77979816	77997881
LINC00446	13	77997908	78053604
AL138957.1	13	78275719	78277514
AL445209.1	13	78596128	78599619
POU4F1	13	78598361	78603552
OBI1	13	78614288	78659155
LINC00331	13	78786271	78840051
RBM26	13	79311823	79406477
RBM26-AS1	13	79406292	79427317
NDFIP2-AS1	13	79477363	79481231
NDFIP2	13	79481123	79556075
LINC01068	13	79566677	79571445
AL136442.1	13	79637432	79667344
LINC01038	13	79804417	79805685
LINC00382	13	79872585	79918042
AL158064.1	13	79941530	80074640
LINC01080	13	80011076	80028283
AL137781.1	13	80115732	80134368
SPRY2	13	80335975	80341126
AL590807.1	13	80697176	81017737
LINC00377	13	81018175	81044691
LINC00564	13	81225864	81226983
AL353633.1	13	81250437	81302407
AL445255.1	13	82778207	83102335
AL353688.1	13	83650248	83654789
SLITRK1	13	83877204	83882393
AL355481.1	13	83877887	83895211
AL590681.1	13	83996172	83997597
AL445604.1	13	84063105	84069408
AL162493.1	13	84086801	84448603
LINC00333	13	84562363	84563236
AL445588.1	13	84867513	84902424
AL356313.1	13	85046000	85050096
LINC00375	13	85065086	85078920
AL160154.1	13	85144622	85148121
LINC00351	13	85363600	85544570
AL356413.1	13	85693936	85783203
SLITRK6	13	85792789	85806683
AL354994.1	13	86060812	86170890
AL445207.1	13	86402981	86462734
LINC00430	13	86909585	86937108
AL360267.2	13	87423492	87458407
AL360267.1	13	87427199	87447235
MIR4500HG	13	87427213	87674235
AL355578.1	13	87607906	87609234
SLITRK5	13	87672614	87696272
LINC00397	13	87801035	87803808
AL445647.1	13	87807633	87811232
LINC00373	13	88142866	88236082
AL355677.1	13	88472150	88477267
LINC00433	13	88494788	88607814
AL445242.1	13	88522184	89163186
LINC00560	13	88626852	88630397
LINC00440	13	89181323	89280240
LINC01047	13	89214846	89236890
LINC02336	13	89402397	89818453
LINC01040	13	89477607	89500509
LINC00353	13	89548690	89553804
LINC00559	13	90060246	90119719
LINC01049	13	90493286	90535080
LINC00410	13	90890953	90926597
LINC00380	13	91087253	91089593
LINC00379	13	91127612	91131407
MIR17HG	13	91347819	91354579
GPC5	13	91398620	92873682
AL162456.1	13	91994517	91996523
GPC5-AS2	13	92339793	92379536
GPC5-IT1	13	92484605	92510094
AL356737.2	13	92610645	92677725
GPC5-AS1	13	92701388	92721614
LINC00363	13	93032971	93057926
AL354811.2	13	93150622	93157452
AL354811.1	13	93226611	93227317
GPC6	13	93226806	94408020
AL160159.1	13	93309668	93311063
GPC6-AS2	13	93818423	93836144
GPC6-AS1	13	94154192	94187991
DCT	13	94436810	94479682
TGDS	13	94574053	94596242
GPR180	13	94601856	94634661
LINC00391	13	94698724	94708475
SOX21-AS1	13	94703453	94803430
SOX21	13	94709621	94712545
LINC00557	13	94960040	94961319
AL139381.1	13	94960770	95007420
ABCC4	13	95019834	95301475
CLDN10	13	95433603	95579759
CLDN10-AS1	13	95479443	95533910
DZIP1	13	95578201	95644703
DNAJC3-DT	13	95648732	95676955
DNAJC3	13	95677138	95794988
AL138955.1	13	95744725	95745765
UGGT2	13	95801579	96053482
HS6ST3	13	96090838	96839562
AL353581.1	13	96948017	96949584
OXGR1	13	96985718	96994730
LINC00456	13	97168750	97187578
MBNL2	13	97221433	97394120
AL161430.1	13	97278767	97295400
AL442067.3	13	97405168	97433994
RAP2A	13	97434168	97469128
AL442067.1	13	97435945	97436168
AL442067.2	13	97437267	97437630
AL359502.1	13	97675010	97677963
AL359502.2	13	97725171	97730339
AL356580.1	13	97939355	97953539
IPO5	13	97953657	98024296
FARP1	13	98142561	98455176
RNF113B	13	98175784	98177269
AL445223.1	13	98233649	98234700
AL161896.1	13	98329654	98333236
FARP1-AS1	13	98435404	98435840
STK24	13	98445184	98577940
STK24-AS1	13	98577243	98578830
SLC15A1	13	98683800	98752672
DOCK9	13	98793428	99086625
DOCK9-AS1	13	98832083	98834629
DOCK9-DT	13	99087818	99088625
UBAC2-AS1	13	99181222	99200757
UBAC2	13	99200773	99386504
GPR18	13	99254713	99261744
GPR183	13	99294538	99307399
AL136961.1	13	99429210	99432702
TM9SF2	13	99446310	99564048
LINC01232	13	99486961	99499306
AL139035.1	13	99498736	99501250
LINC00449	13	99499726	99501052
LINC01039	13	99577111	99580368
AL139035.2	13	99584013	99590508
CLYBL	13	99606668	99897134
CLYBL-AS2	13	99690080	99690971
CLYBL-AS1	13	99726244	99728971
AL137139.2	13	99835812	99957167
ZIC5	13	99962963	99971909
AL355338.1	13	99973525	99980034
ZIC2	13	99981783	99986765
LINC00554	13	99994898	99997909
PCCA-DT	13	100053073	100088950
PCCA	13	100089014	100530437
AL353697.1	13	100338981	100364959
PCCA-AS1	13	100464439	100481205
GGACT	13	100530163	100589528
AL356966.1	13	100535740	100587146
AL136526.1	13	100537364	100539567
TMTC4	13	100603926	100675093
NALCN-AS1	13	100708324	101059286
LINC00411	13	100934022	100944553
NALCN	13	101053775	101416508
ITGBL1	13	101452592	101720856
FGF14	13	101710803	102402457
AL160153.1	13	101717563	101723106
FGF14-IT1	13	102292326	102394519
FGF14-AS1	13	102367538	102373666
FGF14-AS2	13	102394629	102395703
LINC00555	13	102589371	102589813
AL158063.1	13	102593337	102593873
TPP2	13	102596985	102679958
METTL21C	13	102685743	102694504
CCDC168	13	102729366	102759072
LINC00283	13	102742989	102745224
AL157769.1	13	102760022	102766653
TEX30	13	102765887	102773811
POGLUT2	13	102784280	102798976
BIVM	13	102799118	102841533
ERCC5	13	102807145	102876001
AL137246.1	13	102888857	102889834
AL137246.2	13	102903338	102904000
SLC10A2	13	103043997	103066417
AL162717.1	13	103343659	103396450
LINC01309	13	103420824	103428298
AL136524.1	13	104125929	104134257
AL138954.1	13	105410815	105414224
DAOA-AS1	13	105459054	105505681
DAOA	13	105465866	105491034
AL359745.1	13	105690428	105702689
LINC00343	13	105702698	105797539
AL138701.2	13	105950291	106064069
AL139379.1	13	106232130	106371082
LINC00460	13	106374476	106384315
EFNB2	13	106489744	106535662
AL138689.2	13	106491146	106521630
AL138689.1	13	106506045	106506713
ARGLU1	13	106541672	106568137
LINC00551	13	106568260	106716679
LINC00443	13	106653896	106672177
AL163534.1	13	106753246	106757065
AL162574.2	13	106773622	106774279
AL162574.1	13	106903149	106904099
AL354741.1	13	106955688	106961392
FAM155A	13	107163509	107867496
AL445649.1	13	107465983	107466674
FAM155A-IT1	13	107788341	107835451
AL359436.1	13	107868822	107933503
AL136964.1	13	107870382	107873372
LIG4	13	108207438	108218368
ABHD13	13	108218391	108234243
TNFSF13B	13	108251239	108308484
AL157762.1	13	108267319	108267734
AL138694.1	13	108335353	108448316
MYO16	13	108596151	109208005
MYO16-AS2	13	109101260	109101919
MYO16-AS1	13	109163901	109201483
AL161431.1	13	109269633	109278512
LINC00370	13	109281972	109297690
LINC01067	13	109310134	109311773
LINC00399	13	109400695	109401641
AL163541.1	13	109478738	109731700
LINC00676	13	109728281	109730007
IRS2	13	109752694	109786583
AL162497.1	13	109785830	109808252
AL355810.1	13	109805316	109805868
AL355974.1	13	109984857	109986565
AL390755.1	13	109988096	110129136
AL355974.2	13	110031100	110031567
LINC00396	13	110053284	110054952
AL390755.3	13	110132002	110136906
COL4A1	13	110148962	110307157
COL4A2	13	110305811	110513209
COL4A2-AS2	13	110456395	110463287
COL4A2-AS1	13	110502574	110508179
RAB20	13	110523065	110561722
AL139385.1	13	110613081	110616353
NAXD	13	110615459	110639993
CARS2	13	110641411	110713603
ING1	13	110712735	110723339
LINC00567	13	110809675	110813084
LINC00346	13	110863986	110870251
ANKRD10	13	110878539	110915069
ANKRD10-IT1	13	110894638	110899172
AL442128.2	13	110916003	110917827
LINC00368	13	111095837	111103097
AL353704.2	13	111096585	111113697
ARHGEF7-AS2	13	111113811	111115678
ARHGEF7	13	111114558	111305737
ARHGEF7-IT1	13	111122651	111144264
ARHGEF7-AS1	13	111144304	111144733
AL353704.1	13	111148195	111153171
TEX29	13	111316183	111344249
AL359649.1	13	111588200	111672608
LINC02337	13	111596008	111642079
LINC00354	13	111865135	111901264
SOX1-OT	13	112056844	112108015
SOX1	13	112067148	112071706
AL356961.1	13	112083548	112085471
LINC00404	13	112106094	112106882
LINC01070	13	112197349	112201000
LINC01043	13	112313466	112321758
LINC01044	13	112322566	112331225
SPACA7	13	112376354	112434689
TUBGCP3	13	112485010	112588205
AL139384.2	13	112602827	112606417
ATP11AUN	13	112647043	112684497
AL139384.1	13	112686768	112689815
ATP11A	13	112690328	112887168
ATP11A-AS1	13	112745448	112754693
AL356752.1	13	112811565	112812158
MCF2L	13	112894377	113099742
AL356740.1	13	112964834	112966131
MCF2L-AS1	13	112967483	112968824
AL356740.2	13	113008777	113009424
AL356740.3	13	113009670	113010319
F7	13	113105787	113120681
F10	13	113122798	113149529
F10-AS1	13	113128154	113128880
AL137002.2	13	113149431	113154002
PROZ	13	113158647	113172386
AL137002.1	13	113165001	113165183
PCID2	13	113177535	113208715
CUL4A	13	113208192	113267108
LAMP1	13	113297238	113323672
GRTP1	13	113324162	113364148
AL136221.1	13	113339449	113339958
GRTP1-AS1	13	113351644	113361868
ADPRHL1	13	113399609	113453524
DCUN1D2	13	113455818	113490951
DCUN1D2-AS	13	113468900	113476135
TMCO3	13	113491020	113554590
AL442125.2	13	113511746	113514473
AL442125.1	13	113527259	113530621
TFDP1	13	113584720	113641473
ATP4B	13	113648803	113658198
GRK1	13	113667218	113737736
TMEM255B	13	113759225	113816995
GAS6-AS1	13	113815629	113845744
GAS6	13	113820548	113864076
GAS6-DT	13	113864111	113866834
BX072579.1	13	113877607	113879376
LINC00454	13	113878488	113883651
BX072579.2	13	113883666	113887149
LINC00452	13	113888305	113923512
LINC00565	13	113926513	113928844
C13orf46	13	113953704	113974076
RASA3	13	113977782	114132623
RASA3-IT1	13	114107568	114108820
CFAP97D2	13	114154690	114223084
AL160396.1	13	114175484	114215835
CDC16	13	114234886	114272723
AL160396.2	13	114275325	114277323
UPF3A	13	114281600	114305817
CHAMP1	13	114314481	114337626
LINC01054	13	114329558	114333948
CR383656.10	14	18555676	18596310
OR11H12	14	18601044	18602129
LINC02297	14	18630317	18633634
CR383656.12	14	18636042	18637421
AL929601.1	14	18920108	18934078
AL929601.2	14	18944198	18945139
POTEM	14	18967433	19003752
AL929601.3	14	18977179	18980742
AL589182.1	14	19024089	19055551
AL589743.4	14	19124806	19175530
AL589743.1	14	19244961	19247673
LINC01297	14	19344577	19384587
POTEG	14	19402485	19434341
AL512624.2	14	19420974	19425017
AL512310.10	14	19637224	19641306
AL512310.9	14	19677643	19679016
AL512310.2	14	19681419	19684739
OR11H2	14	19712903	19714332
OR4N2	14	19719014	19830253
OR4Q3	14	19743570	19749469
OR4M1	14	19773503	19783696
OR4K2	14	19875141	19883932
OR4K5	14	19920581	19921659
OR4K1	14	19930916	19936757
OR4K15	14	19975443	19976659
OR4K14	14	20014142	20019307
OR4K13	14	20029398	20036038
OR4L1	14	20060044	20060983
OR4K17	14	20110738	20122199
OR4N5	14	20138819	20145471
OR11G2	14	20190893	20201075
OR11H6	14	20223709	20224702
OR11H4	14	20239285	20244349
TTC5	14	20256557	20305960
AL356019.2	14	20260479	20264308
AL356019.1	14	20305729	20306811
CCNB1IP1	14	20311367	20333312
AL355075.6	14	20317948	20319707
AL355075.4	14	20343047	20343685
PARP2	14	20343581	20357905
AL355075.1	14	20344232	20346888
TEP1	14	20365666	20413501
KLHL33	14	20425851	20436166
OSGEP	14	20446400	20455089
AL355075.2	14	20451304	20451918
APEX1	14	20455190	20457772
PIP4P1	14	20457718	20461612
PNP	14	20468953	20477094
AL355075.3	14	20474788	20477089
RNASE10	14	20505536	20511169
RNASE9	14	20556092	20560931
RNASE11	14	20583558	20609884
AL163195.2	14	20587643	20607221
RNASE12	14	20590192	20590823
OR6S1	14	20640695	20641691
ANG	14	20684176	20698971
RNASE4	14	20684559	20701216
AL163636.1	14	20693479	20707120
EDDM3A	14	20745886	20748380
EDDM3B	14	20768403	20770948
RNASE6	14	20781267	20782467
AL133371.2	14	20783887	20784293
RNASE1	14	20801227	20802855
AL133371.3	14	20870277	20873848
AL133371.1	14	20874304	20875768
RNASE3	14	20891398	20892348
AL355922.4	14	20897984	20936255
AL355922.3	14	20916765	20928580
AL355922.1	14	20919360	20920299
RNASE2	14	20955486	20956436
METTL17	14	20989769	20997035
AL161668.3	14	20995836	21014822
SLC39A2	14	20999254	21001871
NDRG2	14	21016762	21070872
TPPP2	14	21024108	21036276
AL161668.4	14	21024171	21029271
AL161668.2	14	21032817	21033895
RNASE13	14	21032817	21034807
RNASE7	14	21042315	21044234
RNASE8	14	21057821	21058455
ARHGEF40	14	21070272	21090248
ZNF219	14	21090076	21104722
TMEM253	14	21098936	21103724
AL161668.1	14	21108042	21116703
OR5AU1	14	21148369	21159060
LINC00641	14	21200078	21206900
HNRNPC	14	21209135	21269494
RPGRIP1	14	21287938	21351301
SUPT16H	14	21351475	21384019
